Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Kibal'chich","Moon",91.67,2.72,-147.18,"Planetographic  +East  -180 - 180","Approved","1970","Nikolaj Ivanovich; Russian rocketry scientist (1853-1881).",
"Kidinnu","Moon",55.1,35.79,122.95,"Planetographic  +East  -180 - 180","Approved","1970","Or Cidenas; Babylonian astronomer (unkn-c. 343 B.C.).",
"Kies","Moon",45.54,-26.31,-22.63,"Planetographic  +East  -180 - 180","Approved","1935","Johann; German mathematician, astronomer (1713-1781).",
"Kiess","Moon",67.79,-6.41,84.11,"Planetographic  +East  -180 - 180","Approved","1973","Carl Clarence; American astrophysicist (1887-1967).",
"Kimura","Moon",27.44,-56.82,118.38,"Planetographic  +East  -180 - 180","Approved","1970","Hisashi; Japanese astronomer (1870-1943).",
"Kinau","Moon",41.87,-60.75,14.94,"Planetographic  +East  -180 - 180","Approved","1935","Adolph Gottfried; German selenographer (1814-1887).",
"King","Moon",76.21,4.96,120.49,"Planetographic  +East  -180 - 180","Approved","1970","Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931).",
"Kira","Moon",6.81,-17.71,132.83,"Planetographic  +East  -180 - 180","Approved","1976","Russian female name.",
"Kirch","Moon",11.71,39.27,-5.62,"Planetographic  +East  -180 - 180","Approved","1935","Gottfried; German astronomer (1639-1710).",
"Kircher","Moon",71.2,-67.01,-45.48,"Planetographic  +East  -180 - 180","Approved","1935","Athanasius; German humanitarian (1601-1680).",
"Kirchhoff","Moon",24.38,30.3,38.84,"Planetographic  +East  -180 - 180","Approved","1935","Gustav Robert; German physicist (1824-1887).",
"Kirkwood","Moon",68.12,68.34,-156.66,"Planetographic  +East  -180 - 180","Approved","1970","Daniel; American astronomer (1814-1895).",
"Klaproth","Moon",121.37,-69.85,-26.26,"Planetographic  +East  -180 - 180","Approved","1935","Martin Heinrich; German chemist, mineralogist (1743-1817).",
"Klein","Moon",43.47,-11.99,2.53,"Planetographic  +East  -180 - 180","Approved","1935","Hermann Joseph; German astronomer (1844-1914).",
"Kleymenov","Moon",55.98,-32.48,-140.36,"Planetographic  +East  -180 - 180","Approved","1970","Ivan Terent'evich; Soviet rocketry scientist (1898-1938).",
"Klute","Moon",77.47,36.93,-141.76,"Planetographic  +East  -180 - 180","Approved","1970","Daniel O'Donnell; American rocketry scientist (1921-1964).",
"Knox-Shaw","Moon",13.44,5.36,80.19,"Planetographic  +East  -180 - 180","Approved","1973","Harold; British astronomer (1885-1970).",
"Koch","Moon",94.7,-42.13,150.33,"Planetographic  +East  -180 - 180","Approved","1970","Robert; German doctor; Nobel laureate (1843-1910).",
"Kocher","Moon",24.03,-84.47,-134.02,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Emil Theodor; Swiss surgeon, Nobel Prize winner 1909 (1841-1917).  ",
"Kohlschütter","Moon",56.25,14.24,153.95,"Planetographic  +East  -180 - 180","Approved","1970","Arnold; German astronomer (1883-1969).",
"Kolhörster","Moon",78.78,10.79,-115.01,"Planetographic  +East  -180 - 180","Approved","1970","Werner; German physicist (1887-1946).",
"Kolya","Moon",0.14,38.31,-35,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Russian male name, diminutive from Greek-derived Nicholas (Lunokhod-1 landing site feature).",
"Komarov","Moon",80.43,24.59,152.25,"Planetographic  +East  -180 - 180","Approved","1970","Vladimir Mikhaylovich; Soviet cosmonaut (1927-1967).",
"Kondratyuk","Moon",97.97,-15.33,115.8,"Planetographic  +East  -180 - 180","Approved","1970","Yury Vasilyevich; Soviet rocketry scientist (1897-1942).",
"König","Moon",22.86,-24.23,-24.68,"Planetographic  +East  -180 - 180","Approved","1935","Rudolf; Austrian mathematician, astronomer (1865-1927).",
"Konoplev","Moon",27.67,-28.16,-124.37,"Planetographic  +East  -180 - 180","Approved","1991","B.T.; Soviet radio engineer (1912-1960).",
"Konstantinov","Moon",68.08,19.56,158.34,"Planetographic  +East  -180 - 180","Approved","1970","Konstantin Ivanovich; Russian rocketry scientist (1817-1871).",
"Kopff","Moon",40.49,-17.39,-89.68,"Planetographic  +East  -180 - 180","Approved","1970","August; German astronomer (1882-1960). ",
"Korolev","Moon",423.41,-4.19,-157.41,"Planetographic  +East  -180 - 180","Approved","1970","Sergey Pavlovich; Soviet rocketry scientist (1906-1966).",
"Kosberg","Moon",14.63,-20.19,149.61,"Planetographic  +East  -180 - 180","Approved","1976","C. A.; Soviet aeronaut (1903-1965).",
"Kostinskiy","Moon",67.91,14.43,118.85,"Planetographic  +East  -180 - 180","Approved","1970","Sergey Konstantinovich; Soviet astronomer (1867-1936).",
"Kostya","Moon",0.13,38.26,-35.02,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Latin-derived male name Konstantin in Russian diminutive form (Lunokhod-1 landing site feature).",
"Kovalevskaya","Moon",113.71,30.86,-129.44,"Planetographic  +East  -180 - 180","Approved","1970","Sofya Vasilyevna; Russian mathematician (1850-1891).",
"Koval'skiy","Moon",44.97,-21.89,101.03,"Planetographic  +East  -180 - 180","Approved","1970","Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)",
"Kozyrev","Moon",59.35,-46.64,129.59,"Planetographic  +East  -180 - 180","Approved","1997","Nikolai Alexandrovich; Soviet astronomer (1908-1983).",
"Krafft","Moon",51.15,16.56,-72.72,"Planetographic  +East  -180 - 180","Approved","1935","Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814).",
"Kramarov","Moon",21.05,-2.29,-98.89,"Planetographic  +East  -180 - 180","Approved","1991","Grigory Moiseevich; Soviet space scientist (1887-1970). ",
"Kramers","Moon",61.59,53.28,-127.98,"Planetographic  +East  -180 - 180","Approved","1970","Hendrik Anthony; Dutch physicist (1894-1952).",
"Krasnov","Moon",41.17,-29.93,-79.82,"Planetographic  +East  -180 - 180","Approved","1964","Aleksander V.; Russian astronomer (1866-1907).",
"Krasovskiy","Moon",61.67,3.79,-175.63,"Planetographic  +East  -180 - 180","Approved","1970","Theodosy Nicolaevich; Soviet geodesist (1878-1948).",
"Kreiken","Moon",29.37,-9.05,84.55,"Planetographic  +East  -180 - 180","Approved","1973","Egbert Adriaan; Dutch astronomer (1896-1964).",
"Krieger","Moon",22.87,29.02,-45.61,"Planetographic  +East  -180 - 180","Approved","1935","Johann Nepomuk; German selenographer (1865-1902). ",
"Krogh","Moon",19.17,9.41,65.69,"Planetographic  +East  -180 - 180","Approved","1976","Schack August Steenberg; Danish zoologist, physiologist; Nobel laureate (1874-1949).",
"Krusenstern","Moon",46.44,-26.3,5.76,"Planetographic  +East  -180 - 180","Approved","1935","Adam Johann, Baron Von; Russian explorer (1770-1846).",
"Krylov","Moon",49.83,35.26,-166.11,"Planetographic  +East  -180 - 180","Approved","1970","Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945).",
"Kugler","Moon",65.87,-53.44,104.1,"Planetographic  +East  -180 - 180","Approved","1970","Franz Xaver; German-Babylonian chronologist (1862-1929).",
"Kuhn","Moon",16.61,-84.48,-152.48,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Richard; Austrian chemist, Nobel Prize winner 1938; (1900-1967).",
"Kuiper","Moon",6.28,-9.78,-22.68,"Planetographic  +East  -180 - 180","Approved","1976","Gerard Peter; Dutch-American astronomer (1905-1973).",
"Kulik","Moon",60.46,41.98,-154.63,"Planetographic  +East  -180 - 180","Approved","1970","Leonid Alekseevich; Soviet mineralogist (1883-1942).",
"Kundt","Moon",10.31,-11.57,-11.57,"Planetographic  +East  -180 - 180","Approved","1976","August Adolph Eduard Eberhard; German physicist (1839-1894).",
"Kunowsky","Moon",18.27,3.22,-32.53,"Planetographic  +East  -180 - 180","Approved","1935","Georg Karl Friedrich; German astronomer (1786-1846).",
"Kuo Shou Ching","Moon",33.48,8.1,-134.66,"Planetographic  +East  -180 - 180","Approved","1970","Chinese astronomer (1231-1316).",
"Kurchatov","Moon",110.96,38.3,141.74,"Planetographic  +East  -180 - 180","Approved","1961","Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).",
"La Caille","Moon",67.22,-23.68,1.08,"Planetographic  +East  -180 - 180","Approved","1935","Nicholas-Louis De; French astronomer (1713-1762).",
"Lacchini","Moon",57.95,41.29,-107.83,"Planetographic  +East  -180 - 180","Approved","1970","Giovanni; Italian astronomer (1884-1967).",
"La Condamine","Moon",37.83,53.54,-28.22,"Planetographic  +East  -180 - 180","Approved","1935","Charles-Marie de; French astronomer, physicist (1701-1774).",
"Lacroix","Moon",36.07,-37.93,-59.2,"Planetographic  +East  -180 - 180","Approved","1935","Sylvestre Francois; French mathematician (1765-1843).",
"Lade","Moon",58.11,-1.33,9.99,"Planetographic  +East  -180 - 180","Approved","1935","Heinrich Eduard von; German astronomer (1817-1904).",
"Lagalla","Moon",88.78,-44.48,-22.36,"Planetographic  +East  -180 - 180","Approved","1935","Giulio Cesare; Italian philosopher (1571-1624).",
"Lagrange","Moon",162.21,-32.6,-71.45,"Planetographic  +East  -180 - 180","Approved","1935","Joseph Louis; Italian mathematician (1736-1813).",
"Lalande","Moon",23.54,-4.46,-8.65,"Planetographic  +East  -180 - 180","Approved","1935","Joseph Jérôme Le François de; French astronomer (1732-1807).",
"Lallemand","Moon",16.69,-14.4,-84.21,"Planetographic  +East  -180 - 180","Approved","1985","Andre; French astronomer (1904-1978). ",
"Lamarck","Moon",114.65,-23.12,-70.06,"Planetographic  +East  -180 - 180","Approved","1964","Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).",
"Lamb","Moon",103.55,-42.67,100.94,"Planetographic  +East  -180 - 180","Approved","1970","Sir Horace; British mathematician, physicist (1849-1934).",
"Lambert","Moon",30.12,25.77,-20.99,"Planetographic  +East  -180 - 180","Approved","1935","Johann Heinrich; German astronomer, mathematician, physicist (1728-1777).",
"Lamé","Moon",84.28,-14.76,64.56,"Planetographic  +East  -180 - 180","Approved","1964","Gabriel; French mathematician (1795-1870).",
"Lamèch","Moon",12.41,42.79,13.15,"Planetographic  +East  -180 - 180","Approved","1935","Felix Chemla; French selenographer (1894-1962).",
"Lamont","Moon",83.23,5.14,23.32,"Planetographic  +East  -180 - 180","Approved","1935","Johann von; Scottish-born German astronomer (1805-1879).",
"Lampland","Moon",63.04,-31.17,131.51,"Planetographic  +East  -180 - 180","Approved","1970","Carl Otto; American astronomer (1873-1951).",
"Landau","Moon",218.15,42.16,-119.34,"Planetographic  +East  -180 - 180","Approved","1970","Lev Davidovich; Soviet physicist; Nobel laureate (1908-1968).",
"Lander","Moon",40.05,-15.34,131.81,"Planetographic  +East  -180 - 180","Approved","1976","Richard Lemon; British explorer (1804-1834).",
"Landsteiner","Moon",6.11,31.3,-14.79,"Planetographic  +East  -180 - 180","Approved","1976","Karl; Austrian-American pathologist; Nobel laureate (1868-1943).",
"Lane","Moon",53.76,-9.5,132.36,"Planetographic  +East  -180 - 180","Approved","1970","Jonathan Homer; American physicist, astrophysicist (1819-1880).",
"Langemak","Moon",104.76,-9.93,119.45,"Planetographic  +East  -180 - 180","Approved","1970","Georgij Erikhovich; Soviet rocketry scientist (1898-1938).",
"Langevin","Moon",57.8,44.17,162.69,"Planetographic  +East  -180 - 180","Approved","1970","Paul; French physicist (1872-1946).",
"Langley","Moon",59.17,51.17,-86.05,"Planetographic  +East  -180 - 180","Approved","1964","Samuel Pierpont; American astronomer, physicist (1834-1906).",
"Langmuir","Moon",91.5,-35.85,-128.89,"Planetographic  +East  -180 - 180","Approved","1970","Irving; American physicist, chemist; Nobel laureate (1881-1957).",
"Langrenus","Moon",131.98,-8.86,61.04,"Planetographic  +East  -180 - 180","Approved","1935","Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675).",
"Lansberg","Moon",38.75,-0.31,-26.63,"Planetographic  +East  -180 - 180","Approved","1935","Philippe van; Belgian astronomer (1561-1632).",
"La Pérouse","Moon",80.4,-10.67,76.28,"Planetographic  +East  -180 - 180","Approved","1935","Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788).",
"Larmor","Moon",99.49,31.85,-179.67,"Planetographic  +East  -180 - 180","Approved","1970","Sir Joseph; British mathematician, physicist (1857-1942).",
"Lassell","Moon",21.82,-15.49,-7.9,"Planetographic  +East  -180 - 180","Approved","1935","William; British astronomer (1799-1880).",
"Laue","Moon",89.17,28.29,-97.05,"Planetographic  +East  -180 - 180","Approved","1970","Max Theodor Felix von; German physicist; Nobel laureate (1879-1960).",
"Lauritsen","Moon",51.24,-27.54,96.31,"Planetographic  +East  -180 - 180","Approved","1970","Charles Christian; Danish-American physicist (1892-1968).",
"Laveran","Moon",12.52,-81.8,-159.78,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Charles Louis Alphonse; French physician, Nobel Prize winner 1907 (1845-1922).  ",
"Lavoisier","Moon",71.01,38.17,-81.25,"Planetographic  +East  -180 - 180","Approved","1935","Antoine Laurent; French chemist (1743-1794). ",
"Lawrence","Moon",24.02,7.35,43.3,"Planetographic  +East  -180 - 180","Approved","1973","Ernest Orlando; American physicist; Nobel laureate (1901-1958), and Robert Henry, Jr.; American astronaut (1935-1967).",
"L. Clark","Moon",15.3,-43.34,-147.7,"Planetographic  +East  -180 - 180","Approved","2006","Laurel Blair Salton; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003). ",
"Leakey","Moon",12.48,-3.19,37.46,"Planetographic  +East  -180 - 180","Approved","1976","Louis Seymour Bazett; British archaeologist (1903-1972).",
"Leavitt","Moon",69.31,-44.86,-139.89,"Planetographic  +East  -180 - 180","Approved","1970","Henrietta Swan; American astronomer (1868-1921).",
"Lebedev","Moon",121.8,-46.8,107.89,"Planetographic  +East  -180 - 180","Approved","1970","Pëtr Nikolajevich; Russian physicist (1866-1912).",
"Lebedinskiy","Moon",63.39,7.84,-164.89,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr I.; Soviet astrophysicist (1913-1967).",
"Lebesgue","Moon",11.39,-5.14,88.97,"Planetographic  +East  -180 - 180","Approved","1976","Henri Leon; French mathematician (1875-1941).",
"Lee","Moon",41.17,-30.66,-40.76,"Planetographic  +East  -180 - 180","Approved","1935","John; British astronomer, humanitarian (1783-1866).",
"Leeuwenhoek","Moon",125,-29.28,-178.87,"Planetographic  +East  -180 - 180","Approved","1970","Antony van; Dutch microscopist (1632-1723).",
"Legendre","Moon",78.08,-28.92,70.02,"Planetographic  +East  -180 - 180","Approved","1935","Adrien Marie; French mathematician (1752-1833).",
"Le Gentil","Moon",125.38,-74.27,-76.02,"Planetographic  +East  -180 - 180","Approved","1935","Guillaume Hyazinthe; French astronomer (1725-1792).",
"Lehmann","Moon",53.85,-39.96,-56.17,"Planetographic  +East  -180 - 180","Approved","1935","Jacob Heinrich Wilhelm; German astronomer (1800-1863).",
"Leibnitz","Moon",236.67,-38.24,179.35,"Planetographic  +East  -180 - 180","Approved","1970","Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",
"Lemaître","Moon",93.7,-61.36,-149.98,"Planetographic  +East  -180 - 180","Approved","1970","Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).",
"Le Monnier","Moon",68.4,26.66,30.5,"Planetographic  +East  -180 - 180","Approved","1935","Pierre Charles; French astronomer, physicist (1715-1799).",
"Lenard","Moon",47.65,85.19,-109.69,"Planetographic  +East  -180 - 180","Approved","Oct 30, 2008","Philipp Edward Anton; German physicist, 1905 Nobel Prize winner for physics (1862-1947).",
"Lents (Lenz)","Moon",21.98,2.72,-102.3,"Planetographic  +East  -180 - 180","Approved","1970","Heinrich Friedrich Emil; Russian physicist (1804-1865). ",
"Leonid","Moon",0.12,38.31,-35.01,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Russian male name of Greek origin (Lunokhod-1 landing site feature).",
"Leonov","Moon",34.04,19.07,148.36,"Planetographic  +East  -180 - 180","Approved","1970","Aleksey Arkhipovich; Soviet cosmonaut (1934-Live).",
"Lepaute","Moon",16.36,-33.3,-33.69,"Planetographic  +East  -180 - 180","Approved","1935","Nicole Reine De La Briere; French astronomer (1723-1788).",
"Letronne","Moon",117.59,-10.5,-42.49,"Planetographic  +East  -180 - 180","Approved","1935","Jean Antoine; French archaeologist (1787-1848).",
"Leucippus","Moon",57.03,29.24,-116.41,"Planetographic  +East  -180 - 180","Approved","1970","Greek philosopher (unkn-fl. c. 440 B.C.).",
"Leuschner","Moon",50.14,1.67,-109.05,"Planetographic  +East  -180 - 180","Approved","1970","Armin Otto; American astronomer (1868-1953).",
"Lev","Moon",0.06,12.69,62.2,"Planetographic  +East  -180 - 180","Approved","Mar 29, 2012","Russian male name of Hebrew origin.",
"Le Verrier","Moon",20.52,40.33,-20.61,"Planetographic  +East  -180 - 180","Approved","1935","Urbain-Jean-Joseph; French astronomer, mathematician (1811-1877).",
"Levi-Civita","Moon",108.23,-23.34,143.14,"Planetographic  +East  -180 - 180","Approved","1970","Tullio; Italian mathematician, physicist (1873-1941).",
"Lewis","Moon",40.32,-18.51,-114.23,"Planetographic  +East  -180 - 180","Approved","1970","Gilbert Newton; American chemist (1875-1946).",
"Lexell","Moon",63.7,-35.78,-4.27,"Planetographic  +East  -180 - 180","Approved","1935","Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",
"Ley","Moon",81.05,42.11,154.84,"Planetographic  +East  -180 - 180","Approved","1970","Willy; German-American rocketry scientist (1906-1969).",
"Licetus","Moon",75.42,-47.19,6.54,"Planetographic  +East  -180 - 180","Approved","1935","Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",
"Lichtenberg","Moon",19.53,31.85,-67.72,"Planetographic  +East  -180 - 180","Approved","1935","Georg Christoph; German physicist (1742-1799).",
"Lick","Moon",31.63,12.36,52.84,"Planetographic  +East  -180 - 180","Approved","1935","James; American benefactor (1796-1876). ",
"Liebig","Moon",38.96,-24.35,-48.3,"Planetographic  +East  -180 - 180","Approved","1935","Justus, Baron von Liebig; German chemist (1803-1873).",
"Lilius","Moon",61.18,-54.6,6.09,"Planetographic  +East  -180 - 180","Approved","1935","Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576).",
"Linda","Moon",1.11,30.69,-33.38,"Planetographic  +East  -180 - 180","Approved","1979","Spanish female name.",
"Lindbergh","Moon",13.34,-5.41,52.9,"Planetographic  +East  -180 - 180","Approved","1976","Charles Augustus; American aviator (1902-1974).",
"Lindblad","Moon",59.37,70.03,-99.22,"Planetographic  +East  -180 - 180","Approved","1970","Bertil; Swedish astronomer (1895-1965).",
"Lindenau","Moon",53.08,-32.35,24.77,"Planetographic  +East  -180 - 180","Approved","1935","Bernhard von; German astronomer (1780-1854).",
"Lindsay","Moon",32.23,-7,13.01,"Planetographic  +East  -180 - 180","Approved","1979","Eric M.; Irish astronomer (1907-1974).",
"Linné","Moon",2.23,27.75,11.8,"Planetographic  +East  -180 - 180","Approved","1935","Carl von; Swedish botanist (1707-1778).",
"Liouville","Moon",16.12,2.73,73.57,"Planetographic  +East  -180 - 180","Approved","1973","Joseph; French mathematician (1809-1882).",
"[Li Po]","Moon",0,-3.5,90.6,"Planetographic  +East  -180 - 180","Not Approved"," ","Chinese writer (701-762).",
"Lippershey","Moon",6.74,-25.96,-10.38,"Planetographic  +East  -180 - 180","Approved","1935","Hans (Jan Lapprey); Dutch optician (unkn-1619).",
"Lippmann","Moon",160.07,-55.43,-114.32,"Planetographic  +East  -180 - 180","Approved","1979","Gabriel; French physicist; Nobel laureate (1845-1921).",
"Lipskiy","Moon",91.15,-2.15,-179.38,"Planetographic  +East  -180 - 180","Approved","1979","Yurii Naumovich; Soviet selenographer (1909-1978).",
"Litke (Lütke)","Moon",38.18,-16.76,123.12,"Planetographic  +East  -180 - 180","Approved","1970","Fyodor Petrovich; Russian geographer (1797-1882).",
"Littrow","Moon",28.52,21.5,31.39,"Planetographic  +East  -180 - 180","Approved","1935","Johann Josef von; Bohemian astronomer (1781-1840).",
"Lobachevskiy","Moon",87.26,9.76,113.07,"Planetographic  +East  -180 - 180","Approved","1961","Nikolay Ivanovich; Russian mathematician (1793-1856).",
"Lockyer","Moon",35.08,-46.27,36.59,"Planetographic  +East  -180 - 180","Approved","1935","Sir Joseph Norman; British astrophysicist (1836-1920).",
"Lodygin","Moon",56.11,-17.42,-146.78,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr Nikolaevich; Russian inventor (1847-1923). ",
"Loewy","Moon",22.45,-22.69,-32.85,"Planetographic  +East  -180 - 180","Approved","1935","Maurice (Moritz); French astronomer (1833-1907).",
"Lohrmann","Moon",31.25,-0.44,-67.38,"Planetographic  +East  -180 - 180","Approved","1935","Wilhelm Gotthelf; German selenographer (1796-1840).",
"Lohse","Moon",43.34,-13.76,60.31,"Planetographic  +East  -180 - 180","Approved","1935","Oswald; German astronomer (1845-1915).",
"Lomonosov","Moon",90.69,27.35,98.28,"Planetographic  +East  -180 - 180","Approved","1961","Mikhail Vasilievich; Russian poet, scientist, and grammarian (1711-1765).",
"[Longfellow]","Moon",0,-7.5,91.3,"Planetographic  +East  -180 - 180","Not Approved"," ","Henry Wadsworth; American poet (1807-1882).",
"Longomontanus","Moon",145.5,-49.55,-21.88,"Planetographic  +East  -180 - 180","Approved","1935","Christian Sorensen; Danish astronomer, mathematician (1562-1647).",
"[Lorca]","Moon",0,24.4,10.9,"Planetographic  +East  -180 - 180","Not Approved"," ","Federico Garcia; Spanish writer (1899-1936). ",
"Lorentz","Moon",378.42,34.59,-97.19,"Planetographic  +East  -180 - 180","Approved","1970","Hendrik Antoon; Dutch physicist; Nobel laureate (1853-1928).",
"Louise","Moon",0.64,28.49,-34.2,"Planetographic  +East  -180 - 180","Approved","1979","French female name.",
"Louville","Moon",34.81,44.12,-46.04,"Planetographic  +East  -180 - 180","Approved","1935","Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732).",
"Love","Moon",90.08,-6.33,129.17,"Planetographic  +East  -180 - 180","Approved","1970","Augustus Edward Hough; British mathematician, geophysicist (1863-1940).",
"Lovelace","Moon",57.06,82.08,-109.51,"Planetographic  +East  -180 - 180","Approved","1970","William Randolph, II; American doctor, space scientist (1907-1965).",
"Lovell","Moon",35.1,-36.74,-142.47,"Planetographic  +East  -180 - 180","Approved","1970","James A., Jr.; American astronaut (1928-Live).",
"Lowell","Moon",62.65,-12.97,-103.42,"Planetographic  +East  -180 - 180","Approved","1970","Percival; American astronomer (1855-1916).",
"Lubbock","Moon",14.09,-3.99,41.79,"Planetographic  +East  -180 - 180","Approved","1935","Sir John William; British astronomer, mathematician (1803-1865).",
"Lubiniezky","Moon",42.97,-17.88,-23.89,"Planetographic  +East  -180 - 180","Approved","1935","Stanislaus; Polish astronomer (1623-1675).",
"Lucian","Moon",6.85,14.34,36.78,"Planetographic  +East  -180 - 180","Approved","1973","Of Samosata; Greek writer (125-190).",
"Lucretius","Moon",64.61,-8.22,-121.24,"Planetographic  +East  -180 - 180","Approved","1970","Titus Lucretius Carus; Roman scientific philosopher (c. 94-55 B.C.).",
"Ludwig","Moon",23.29,-7.72,97.45,"Planetographic  +East  -180 - 180","Approved","1973","Carl Friedrich Wilhelm; German physiologist (1816-1895).",
"Lundmark","Moon",103.44,-38.87,152.56,"Planetographic  +East  -180 - 180","Approved","1970","Knut Emil; Swedish astronomer (1889-1958).",
"Luther","Moon",9.29,33.2,24.15,"Planetographic  +East  -180 - 180","Approved","1935","Carl Theodor Robert; German astronomer (1822-1900).",
"Lyapunov","Moon",67.58,26.43,89.36,"Planetographic  +East  -180 - 180","Approved","1964","Aleksandr Mikhailovich; Russian mathematician, engineer (1857-1918).",
"Lyell","Moon",31.17,13.63,40.56,"Planetographic  +East  -180 - 180","Approved","1935","Sir Charles; Scottish geologist (1797-1875).",
"Lyman","Moon",83.25,-64.96,162.47,"Planetographic  +East  -180 - 180","Approved","1970","Theodore; American physicist (1874-1954).",
"Lyot","Moon",150.6,-50.47,84.8,"Planetographic  +East  -180 - 180","Approved","1964","Bernard Ferdinand; French astronomer (1897-1952).",
"Mach","Moon",174.97,18.13,-149.24,"Planetographic  +East  -180 - 180","Approved","1970","Ernst; Austrian physicist, philosopher (1838-1916).",
"Maclaurin","Moon",54.33,-1.92,67.99,"Planetographic  +East  -180 - 180","Approved","1935","Colin; Scottish mathematician (1698-1746). (Spelling changed from MacLaurin.)",
"Maclear","Moon",20.34,10.52,20.1,"Planetographic  +East  -180 - 180","Approved","1961","Sir Thomas; Irish-born South African astronomer (1794-1879).",
"MacMillan","Moon",6.88,24.2,-7.85,"Planetographic  +East  -180 - 180","Approved","1976","William Duncan; American mathematician, astronomer (1871-1948).",
"Macrobius","Moon",62.79,21.26,45.97,"Planetographic  +East  -180 - 180","Approved","1935","Ambrosius Aurelius Theodosius; Roman writer (unkn-fl. c. 410).",
"Mädler","Moon",27.58,-11.04,29.76,"Planetographic  +East  -180 - 180","Approved","1935","Johann Heinrich; German astronomer (1794-1874).",
"Maestlin","Moon",6.82,4.9,-40.72,"Planetographic  +East  -180 - 180","Approved","1961","Michael; German mathematician (1550-1631).",
"Magelhaens","Moon",37.2,-11.98,44.07,"Planetographic  +East  -180 - 180","Approved","1935","Fernao De (Ferdinand Magellan); Portuguese explorer (1480-1521).",
"Maginus","Moon",155.58,-50.03,-5.98,"Planetographic  +East  -180 - 180","Approved","1935","Magini, Giovanni Antonio; Italian astronomer, mathematician (1555-1617).",
"Main","Moon",47.43,80.87,10.41,"Planetographic  +East  -180 - 180","Approved","1935","Robert; British astronomer (1808-1878).",
"Mairan","Moon",39.49,41.6,-43.5,"Planetographic  +East  -180 - 180","Approved","1935","Jean Jacques D'Ortous De; French geophysicist (1678-1771).",
"Maksutov","Moon",83.84,-40.75,-168.65,"Planetographic  +East  -180 - 180","Approved","1970","Dmitrij Dmitrievich; Soviet optician (1896-1964).",
"Malapert","Moon",72.38,-85,11.4,"Planetographic  +East  -180 - 180","Approved","1935","Charles; Belgian astronomer, mathematician, philosopher (1581-1630).",
"Malinkin","Moon",8.28,-87.22,75.94,"Planetographic  +East  -180 - 180","Approved","May 20, 2014","Egor Ivanovich, Russian meteorite researcher (1923-2008).",
"Mallet","Moon",58.92,-45.41,54.05,"Planetographic  +East  -180 - 180","Approved","1935","Robert; Irish seismologist, engineer (1810-1881).",
"Malyy","Moon",41.29,22.03,105.56,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr L'vovich; Soviet rocketry scientist (1907-1961).",
"Mandel'shtam","Moon",181.89,5.7,162.39,"Planetographic  +East  -180 - 180","Approved","1970","Leonid Isaakovich; Soviet physicist (1879-1944).",
"M. Anderson","Moon",16.94,-41.21,-148.99,"Planetographic  +East  -180 - 180","Approved","2006","Michael Phillip; American astronaut, Space Shuttle Columbia Payload Commander (1959-2003).",
"Manilius","Moon",38.34,14.45,9.07,"Planetographic  +East  -180 - 180","Approved","1935","Marcus; Roman writer (unkn-c. 50 B.C.).",
"[Mann]","Moon",0,-23.1,120.1,"Planetographic  +East  -180 - 180","Not Approved"," ","Thomas; German writer (1875-1955).",
"Manners","Moon",15.05,4.57,19.99,"Planetographic  +East  -180 - 180","Approved","1935","Russell Henry; British astronomer (1800-1870).",
"Manuel","Moon",0.57,24.47,11.36,"Planetographic  +East  -180 - 180","Approved","1976","Spanish male name.",
"Manzinus","Moon",95.97,-67.51,26.37,"Planetographic  +East  -180 - 180","Approved","1935","Manzini, Carlo Antonio; Italian astronomer (1599-1677).",
"Maraldi","Moon",39.62,19.36,34.8,"Planetographic  +East  -180 - 180","Approved","1935","Giovanni Domenico; Italian-born French astronomer, geodesist (1709-1788); Giacomo Filippo; Italian-born French astronomer (1665-1729).",
